STATE,COUNTY,LAY2022FAC,LAY2022NUM,BRL2022FAC,BRL2022NUM,DRY2022FAC,DRY2022NUM,COW2022FAC,COW2022NUM,HOG2022FAC,HOG2022NUM
Mississippi,Tippah,,,,,,,,,,
Mississippi,Tishomingo,,,,,,,,,,
Mississippi,Tunica,,,,,,,,,,
Mississippi,Union,,,,,,,,,,
Mississippi,Walthall,,,22.0,3514764.244607829,,,,,,
Mississippi,Warren,,,,,,,,,,
Mississippi,Washington,,,,,,,,,,
Mississippi,Wayne,,,45.0,7189290.500334196,,,,,,
Mississippi,Webster,,,,,,,,,1.0,-47.0
Mississippi,Wilkinson,,,,,,,,,,
Mississippi,Winston,,,13.0,2076906.14454099,,,,,,
Mississippi,Yalobusha,,,,,,,,,,
Mississippi,Yazoo,,,,,,,,,,
Missouri,Missouri,3.0,826275.2618359047,333.0,51260745.43197545,11.0,22663.0,32.0,36603.0,413.0,3237377.0
Missouri,Adair,,,,,,,,,,
Missouri,Andrew,,,,,,,2.0,-47.0,,
Missouri,Atchison,,,,,,,1.0,-47.0,,
Missouri,Audrain,,,,,,,1.0,-47.0,12.0,116757.0
Missouri,Barry,,,69.0,10621595.900319235,1.0,-47.0,,,,
Missouri,Barton,,,,,1.0,-47.0,,,18.0,164623.0
Missouri,Bates,,,,,,,2.0,-47.0,6.0,40968.0
Missouri,Benton,,,30.0,4618085.174051842,,,,,1.0,-47.0
Missouri,Bollinger,,,1.0,153936.17246839474,,,1.0,-47.0,,
Missouri,Boone,,,,,,,,,1.0,-47.0
Missouri,Buchanan,,,,,,,,,,
Missouri,Butler,,,,,,,,,,
Missouri,Caldwell,,,,,,,1.0,-47.0,1.0,-47.0
Missouri,Callaway,,,,,,,,,11.0,208069.0
Missouri,Camden,,,,,,,,,3.0,37500.0
Missouri,CapeGirardeau,,,,,,,2.0,-47.0,,
Missouri,Carroll,,,,,,,,,1.0,-47.0
Missouri,Carter,,,,,,,,,,
Missouri,Cass,,,,,,,,,3.0,29801.0
Missouri,Cedar,,,,,,,,,,
Missouri,Chariton,,,,,,,,,7.0,46530.0
Missouri,Christian,,,,,,,,,,
Missouri,Clark,,,,,,,1.0,-47.0,4.0,19200.0
Missouri,Clay,,,,,,,1.0,-47.0,,
Missouri,Clinton,,,,,,,,,1.0,-47.0
Missouri,Cole,,,,,,,,,,
Missouri,Cooper,,,1.0,153936.17246839474,,,,,1.0,-47.0
Missouri,Crawford,,,,,,,,,,
Missouri,Dade,,,12.0,1847234.0696207366,,,,,,
Missouri,Dallas,,,,,,,,,1.0,-47.0
Missouri,Daviess,,,,,,,,,14.0,130332.0
Missouri,DeKalb,,,,,,,2.0,-47.0,,
Missouri,Dent,,,,,,,,,,
Missouri,Douglas,,,,,,,,,,
Missouri,Dunklin,,,,,,,,,,
Missouri,Franklin,,,,,2.0,-47.0,,,4.0,34147.0
Missouri,Gasconade,,,,,,,,,,
Missouri,Gentry,,,,,,,1.0,-47.0,9.0,128158.0
Missouri,Greene,,,,,,,,,,
Missouri,Grundy,,,,,,,,,5.0,43120.0
Missouri,Harrison,,,,,,,,,2.0,-47.0
Missouri,Henry,,,,,,,,,8.0,52000.0
Missouri,Hickory,,,,,1.0,-47.0,,,,
Missouri,Holt,,,,,,,,,,
Missouri,Howard,,,,,,,,,,
Missouri,Howell,,,,,,,,,,
Missouri,Iron,,,,,,,,,,
Missouri,Jackson,,,,,,,,,,
Missouri,Jasper,,,,,2.0,-47.0,,,,
Missouri,Jefferson,,,,,,,,,,
Missouri,Johnson,1.0,275425.0872786349,11.0,1693297.8971523421,,,,,1.0,-47.0
Missouri,Knox,,,,,,,3.0,3601.0,11.0,-47.0
Missouri,Laclede,,,,,,,,,1.0,-47.0
Missouri,Lafayette,,,,,1.0,-47.0,6.0,4860.0,9.0,34950.0
Missouri,Lawrence,,,12.0,1847234.0696207366,,,1.0,-47.0,,
Missouri,Lewis,,,,,1.0,-47.0,,,1.0,-47.0
Missouri,Lincoln,1.0,275425.0872786349,,,,,,,2.0,-47.0
Missouri,Linn,,,,,,,,,1.0,-47.0
Missouri,Livingston,,,,,,,,,6.0,30000.0
Missouri,McDonald,,,30.0,4618085.174051842,,,,,,
Missouri,Macon,,,,,,,,,3.0,28000.0
Missouri,Madison,,,,,,,,,1.0,-47.0
Missouri,Maries,,,,,,,,,5.0,27897.0
Missouri,Marion,,,,,,,,,10.0,-47.0
Missouri,Mercer,,,,,,,,,7.0,164790.0
Missouri,Miller,,,,,,,1.0,-47.0,25.0,101516.0
Missouri,Mississippi,,,,,,,,,,
Missouri,Moniteau,,,17.0,2616914.9319627103,,,,,,
Missouri,Monroe,,,,,,,1.0,-47.0,18.0,82800.0
Missouri,Montgomery,,,,,,,,,2.0,-47.0
Missouri,Morgan,,,41.0,6311383.071204184,,,,,22.0,86180.0
Missouri,NewMadrid,,,1.0,153936.17246839474,,,,,,
Missouri,Newton,1.0,275425.0872786349,46.0,7081063.933546158,,,,,,
Missouri,Nodaway,,,,,,,,,,
Missouri,Oregon,,,,,,,,,,
Missouri,Osage,,,,,,,,,5.0,12250.0
Missouri,Ozark,,,,,,,,,,
Missouri,Pemiscot,,,,,,,,,,
Missouri,Perry,,,,,,,2.0,-47.0,,
Missouri,Pettis,,,33.0,5079893.691457026,,,,,30.0,129200.0
Missouri,Phelps,,,,,,,,,,
Missouri,Pike,,,,,,,,,6.0,41100.0
Missouri,Platte,,,,,,,,,,
Missouri,Polk,,,,,1.0,-47.0,,,,
Missouri,Pulaski,,,,,,,,,6.0,30000.0
Missouri,Putnam,,,,,,,,,14.0,150002.0
Missouri,Ralls,,,,,,,,,3.0,14880.0
Missouri,Randolph,,,,,,,,,3.0,-47.0
Missouri,Ray,,,,,,,,,,
Missouri,Reynolds,,,,,,,,,,
Missouri,Ripley,,,7.0,1077553.2072787632,,,3.0,1500.0,,
Missouri,St.Charles,,,,,,,,,7.0,26766.0
Missouri,St.Clair,,,,,,,,,,
Missouri,Ste.Genevieve,,,,,,,,,1.0,-47.0
Missouri,St.Francois,,,,,,,,,,
Missouri,St.Louis,,,,,,,,,,
Missouri,Saline,,,,,,,,,13.0,162063.0
Missouri,Schuyler,,,,,,,,,10.0,34200.0
Missouri,Scotland,,,,,,,,,33.0,136410.0
Missouri,Scott,,,6.0,923617.0348103683,,,,,1.0,-47.0
Missouri,Shannon,,,,,,,,,,
Missouri,Shelby,,,,,,,,,21.0,166452.0
Missouri,Stoddard,,,6.0,923617.0348103683,,,,,,
Missouri,Stone,,,10.0,1539361.7246839472,,,,,,
Missouri,Sullivan,,,,,,,,,7.0,-47.0
Missouri,Taney,,,,,,,,,,
Missouri,Texas,,,,,,,,,,
Missouri,Vernon,,,,,1.0,-47.0,,,8.0,178400.0
Missouri,Warren,,,,,,,,,1.0,-47.0
Missouri,Washington,,,,,,,,,,
Missouri,Wayne,,,,,,,,,,
Missouri,Webster,,,,,,,,,,
Missouri,Worth,,,,,,,,,6.0,-47.0
Missouri,Wright,,,,,,,,,,
Montana,Montana,,,,,4.0,3430.0,19.0,25888.0,43.0,225996.0
Montana,Beaverhead,,,,,,,,,,
Montana,BigHorn,,,,,,,,,,
Montana,Blaine,,,,,,,,,1.0,-47.0
Montana,Broadwater,,,,,1.0,-47.0,,,,
Montana,Carbon,,,,,,,1.0,-47.0,,
Montana,Carter,,,,,,,1.0,-47.0,,
Montana,Cascade,,,,,,,1.0,-47.0,7.0,44649.0
Montana,Chouteau,,,,,,,,,2.0,-47.0
Montana,Custer,,,,,,,,,,
Montana,Daniels,,,,,,,,,,
Montana,Dawson,,,,,,,,,,
Montana,DeerLodge,,,,,,,,,,
Montana,Fallon,,,,,,,,,,
Montana,Fergus,,,,,,,,,,
Montana,Flathead,,,,,,,,,3.0,3000.0
Montana,Gallatin,,,,,2.0,-47.0,1.0,-47.0,,
Montana,Garfield,,,,,,,2.0,-47.0,,
Montana,Glacier,,,,,,,,,5.0,22348.0
Montana,GoldenValley,,,,,,,,,1.0,-47.0
Montana,Granite,,,,,,,,,,
Montana,Hill,,,,,,,,,4.0,-47.0
Montana,Jefferson,,,,,,,,,,
Montana,JudithBasin,,,,,,,1.0,-47.0,,
Montana,Lake,,,,,1.0,-47.0,,,,
Montana,LewisandClark,,,,,,,,,2.0,-47.0
Montana,Liberty,,,,,,,,,3.0,16632.0
Montana,Lincoln,,,,,,,,,,
Montana,McCone,,,,,,,,,1.0,-47.0
Montana,Madison,,,,,,,,,,
Montana,Meagher,,,,,,,,,1.0,-47.0
Montana,Mineral,,,,,,,,,,
Montana,Missoula,,,,,,,,,,
Montana,Musselshell,,,,,,,,,,
Montana,Park,,,,,,,,,,
Montana,Petroleum,,,,,,,,,,
Montana,Phillips,,,,,,,,,,
Montana,Pondera,,,,,,,,,4.0,-47.0
Montana,PowderRiver,,,,,,,2.0,-47.0,,
Montana,Powell,,,,,,,,,,
Montana,Prairie,,,,,,,1.0,-47.0,,
Montana,Ravalli,,,,,,,,,,
Montana,Richland,,,,,,,6.0,3781.0,,
Montana,Roosevelt,,,,,,,,,,
Montana,Rosebud,,,,,,,,,,
Montana,Sanders,,,,,,,,,,
Montana,Sheridan,,,,,,,,,,
Montana,SilverBow,,,,,,,,,,
Montana,Stillwater,,,,,,,,,,
Montana,SweetGrass,,,,,,,,,,
Montana,Teton,,,,,,,1.0,-47.0,2.0,-47.0
Montana,Toole,,,,,,,,,3.0,-47.0
Montana,Treasure,,,,,,,,,,
Montana,Valley,,,,,,,,,,
Montana,Wheatland,,,,,,,,,3.0,10973.0
Montana,Wibaux,,,,,,,,,,
Montana,Yellowstone,,,,,,,2.0,-47.0,1.0,-47.0
Nebraska,Nebraska,10.0,5145472.859718032,41.0,15603372.086200148,26.0,48280.0,546.0,2840597.0,389.0,3523593.0
Nebraska,Adams,,,,,,,2.0,-47.0,6.0,48272.0
Nebraska,Antelope,,,,,2.0,-47.0,14.0,69264.0,17.0,138674.0
Nebraska,Arthur,,,,,,,,,3.0,16098.0
Nebraska,Banner,,,,,,,3.0,-47.0,,
Nebraska,Blaine,,,,,,,2.0,-47.0,,
Nebraska,Boone,,,,,,,13.0,67626.0,1.0,-47.0
Nebraska,BoxButte,,,,,,,6.0,14926.0,,
Nebraska,Boyd,,,,,,,4.0,9498.0,,
Nebraska,Brown,,,,,,,5.0,64930.0,2.0,-47.0
Nebraska,Buffalo,,,,,1.0,-47.0,4.0,24455.0,2.0,-47.0
Nebraska,Burt,,,,,,,4.0,15360.0,3.0,-47.0
Nebraska,Butler,3.0,1543641.8579154098,10.0,3805700.5088293045,1.0,-47.0,6.0,18878.0,7.0,57344.0
Nebraska,Cass,,,,,,,,,2.0,-47.0
Nebraska,Cedar,,,,,,,13.0,48630.0,18.0,94403.0
Nebraska,Chase,,,,,,,8.0,107201.0,1.0,-47.0
Nebraska,Cherry,,,,,,,1.0,-47.0,,
Nebraska,Cheyenne,,,,,,,7.0,40152.0,,
Nebraska,Clay,,,,,,,2.0,-47.0,8.0,-47.0
Nebraska,Colfax,,,1.0,380570.05088293046,,,25.0,59751.0,19.0,75457.0
Nebraska,Cuming,,,1.0,380570.05088293046,1.0,-47.0,69.0,309456.0,28.0,197499.0
Nebraska,Custer,,,,,1.0,-47.0,16.0,114012.0,1.0,-47.0
Nebraska,Dakota,,,,,,,,,4.0,19100.0
Nebraska,Dawes,,,,,,,5.0,8998.0,,
Nebraska,Dawson,,,,,,,17.0,145619.0,6.0,110945.0
Nebraska,Deuel,,,,,,,2.0,-47.0,,
Nebraska,Dixon,1.0,514547.28597180324,,,1.0,-47.0,1.0,-47.0,12.0,46200.0
Nebraska,Dodge,,,2.0,761140.1017658609,,,17.0,26663.0,12.0,46738.0
Nebraska,Douglas,,,,,,,,,,
Nebraska,Dundy,,,,,,,4.0,11789.0,,
Nebraska,Fillmore,,,,,,,9.0,19950.0,8.0,-47.0
Nebraska,Franklin,,,,,,,2.0,-47.0,,
Nebraska,Frontier,,,,,,,1.0,-47.0,,
Nebraska,Furnas,,,,,1.0,-47.0,5.0,10134.0,1.0,-47.0
Nebraska,Gage,2.0,1029094.5719436065,,,,,1.0,-47.0,10.0,27956.0
Nebraska,Garden,,,,,,,,,,
Nebraska,Garfield,,,,,,,5.0,-47.0,,
Nebraska,Gosper,,,,,,,1.0,-47.0,1.0,-47.0
Nebraska,Grant,,,,,,,,,,
Nebraska,Greeley,,,,,,,3.0,-47.0,1.0,-47.0
Nebraska,Hall,1.0,514547.28597180324,,,,,9.0,50666.0,4.0,7238.0
Nebraska,Hamilton,,,1.0,380570.05088293046,,,6.0,16749.0,2.0,-47.0
Nebraska,Harlan,,,,,,,1.0,-47.0,2.0,-47.0
Nebraska,Hayes,,,,,,,3.0,-47.0,,
Nebraska,Hitchcock,,,,,,,,,,
Nebraska,Holt,,,,,,,8.0,15517.0,6.0,-47.0
Nebraska,Hooker,,,,,,,,,,
Nebraska,Howard,,,,,,,9.0,24568.0,1.0,-47.0
Nebraska,Jefferson,1.0,514547.28597180324,,,1.0,-47.0,1.0,-47.0,3.0,-47.0
Nebraska,Johnson,,,2.0,761140.1017658609,,,,,2.0,-47.0
Nebraska,Kearney,,,,,,,4.0,78760.0,,
Nebraska,Keith,,,,,,,2.0,-47.0,,
Nebraska,KeyaPaha,,,,,,,2.0,-47.0,,
Nebraska,Kimball,,,,,,,,,,
Nebraska,Knox,1.0,514547.28597180324,,,,,14.0,50970.0,22.0,119070.0
Nebraska,Lancaster,,,2.0,761140.1017658609,1.0,-47.0,,,3.0,9015.0
Nebraska,Lincoln,,,,,,,9.0,173778.0,,
Nebraska,Logan,,,,,,,1.0,-47.0,,
Nebraska,Loup,,,,,,,1.0,-47.0,,
Nebraska,McPherson,,,,,,,,,,
Nebraska,Madison,,,1.0,380570.05088293046,1.0,-47.0,11.0,54791.0,12.0,40630.0
Nebraska,Merrick,,,,,,,7.0,30140.0,2.0,-47.0
Nebraska,Morrill,,,,,,,26.0,95312.0,,
Nebraska,Nance,,,,,,,1.0,-47.0,4.0,56069.0
Nebraska,Nemaha,,,1.0,380570.05088293046,,,,,,
Nebraska,Nuckolls,,,,,,,,,,
Nebraska,Otoe,,,,,,,,,9.0,50610.0
Nebraska,Pawnee,,,,,,,,,,
Nebraska,Perkins,,,,,,,3.0,11463.0,3.0,-47.0
Nebraska,Phelps,,,,,,,20.0,192632.0,1.0,-47.0
Nebraska,Pierce,,,,,,,14.0,26708.0,23.0,38517.0
Nebraska,Platte,,,8.0,3044560.4070634437,1.0,-47.0,42.0,98211.0,49.0,566895.0
Nebraska,Polk,,,1.0,380570.05088293046,1.0,-47.0,7.0,21267.0,7.0,37798.0
Nebraska,RedWillow,,,,,2.0,-47.0,3.0,-47.0,5.0,27812.0
Nebraska,Richardson,,,,,,,,,2.0,-47.0
Nebraska,Rock,,,,,,,1.0,-47.0,,
Nebraska,Saline,,,,,,,2.0,-47.0,8.0,28820.0
Nebraska,Sarpy,,,,,,,1.0,-47.0,,
Nebraska,Saunders,,,3.0,1141710.1526487912,,,5.0,34307.0,2.0,-47.0
Nebraska,ScottsBluff,,,,,,,9.0,56510.0,3.0,57678.0
Nebraska,Seward,,,4.0,1522280.2035317218,,,4.0,17890.0,4.0,24696.0
Nebraska,Sheridan,,,,,,,,,,
Nebraska,Sherman,,,,,,,5.0,-47.0,,
Nebraska,Sioux,,,,,,,2.0,-47.0,,
Nebraska,Stanton,,,,,,,4.0,16955.0,5.0,67251.0
Nebraska,Thayer,,,,,,,1.0,-47.0,1.0,-47.0
Nebraska,Thomas,,,,,,,,,3.0,35100.0
Nebraska,Thurston,,,,,,,7.0,27046.0,,
Nebraska,Valley,,,,,,,10.0,31573.0,,
Nebraska,Washington,,,2.0,761140.1017658609,6.0,-47.0,3.0,2260.0,7.0,26600.0
Nebraska,Wayne,1.0,514547.28597180324,,,5.0,-47.0,1.0,-47.0,6.0,28040.0
Nebraska,Webster,,,,,,,1.0,-47.0,4.0,14122.0
Nebraska,Wheeler,,,,,,,2.0,-47.0,1.0,-47.0
Nebraska,York,,,2.0,761140.1017658609,,,7.0,24184.0,10.0,53456.0
Nevada,Nevada,,,,,11.0,30463.0,1.0,500.0,1.0,1000.0
Nevada,Churchill,,,,,9.0,-47.0,,,,
Nevada,Clark,,,,,,,,,1.0,1000.0
Nevada,Douglas,,,,,,,,,,
Nevada,Elko,,,,,,,,,,
Nevada,Esmeralda,,,,,,,,,,
Nevada,Eureka,,,,,,,,,,
Nevada,Humboldt,,,,,,,,,,
Nevada,Lander,,,,,,,,,,
Nevada,Lincoln,,,,,,,,,,
Nevada,Lyon,,,,,1.0,-47.0,1.0,500.0,,
Nevada,Mineral,,,,,,,,,,
Nevada,Nye,,,,,1.0,-47.0,,,,
Nevada,Pershing,,,,,,,,,,
Nevada,Storey,,,,,,,,,,
Nevada,Washoe,,,,,,,,,,
Nevada,WhitePine,,,,,,,,,,
Nevada,CarsonCity,,,,,,,,,,
New_Hampshire,NewHampshire,1.0,159544.19954139175,,,4.0,3023.0,,,1.0,1000.0
New_Hampshire,Belknap,,,,,,,,,,
New_Hampshire,Carroll,,,,,,,,,,
New_Hampshire,Cheshire,,,,,,,,,,
New_Hampshire,Coos,,,,,1.0,-47.0,,,,
New_Hampshire,Grafton,1.0,159544.19954139175,,,1.0,-47.0,,,,
New_Hampshire,Hillsborough,,,,,,,,,1.0,1000.0
New_Hampshire,Merrimack,,,,,,,,,,
New_Hampshire,Rockingham,,,,,,,,,,
New_Hampshire,Strafford,,,,,,,,,,
New_Hampshire,Sullivan,,,,,2.0,-47.0,,,,
New_Jersey,NewJersey,2.0,879317.6499646918,,,1.0,500.0,,,,
New_Jersey,Atlantic,,,,,,,,,,
New_Jersey,Bergen,,,,,,,,,,
New_Jersey,Burlington,,,,,,,,,,
New_Jersey,Camden,,,,,,,,,,
New_Jersey,CapeMay,,,,,,,,,,
New_Jersey,Cumberland,,,,,,,,,,
New_Jersey,Essex,,,,,,,,,,
New_Jersey,Gloucester,,,,,1.0,500.0,,,,
New_Jersey,Hudson,,,,,,,,,,
New_Jersey,Hunterdon,,,,,,,,,,
New_Jersey,Mercer,,,,,,,,,,
New_Jersey,Middlesex,,,,,,,,,,
New_Jersey,Monmouth,,,,,,,,,,
New_Jersey,Morris,,,,,,,,,,
New_Jersey,Ocean,,,,,,,,,,
New_Jersey,Passaic,,,,,,,,,,
New_Jersey,Salem,1.0,439658.8249823459,,,,,,,,
New_Jersey,Somerset,,,,,,,,,,
New_Jersey,Sussex,,,,,,,,,,
New_Jersey,Union,,,,,,,,,,
New_Jersey,Warren,1.0,439658.8249823459,,,,,,,,
New_Mexico,NewMexico,,,,,76.0,280066.0,12.0,43537.0,,
New_Mexico,Bernalillo,,,,,,,,,,
New_Mexico,Catron,,,,,,,,,,
New_Mexico,Chaves,,,,,17.0,60550.0,1.0,-47.0,,
New_Mexico,Cibola,,,,,,,,,,
New_Mexico,Colfax,,,,,,,3.0,5550.0,,
New_Mexico,Curry,,,,,19.0,-47.0,2.0,-47.0,,
New_Mexico,DeBaca,,,,,,,,,,
New_Mexico,DonaAna,,,,,6.0,16150.0,,,,
New_Mexico,Eddy,,,,,3.0,8400.0,,,,
New_Mexico,Grant,,,,,,,,,,
New_Mexico,Guadalupe,,,,,,,,,,
New_Mexico,Harding,,,,,,,,,,
New_Mexico,Hidalgo,,,,,,,,,,
New_Mexico,Lea,,,,,6.0,35140.0,,,,
New_Mexico,Lincoln,,,,,,,,,,
New_Mexico,LosAlamos,,,,,,,,,,
New_Mexico,Luna,,,,,3.0,8320.0,1.0,-47.0,,
New_Mexico,McKinley,,,,,,,,,,
New_Mexico,Mora,,,,,,,,,,
New_Mexico,Otero,,,,,,,,,,
New_Mexico,Quay,,,,,,,1.0,-47.0,,
New_Mexico,RioArriba,,,,,,,,,,
New_Mexico,Roosevelt,,,,,18.0,-47.0,1.0,-47.0,,
New_Mexico,Sandoval,,,,,,,,,,
New_Mexico,SanJuan,,,,,,,,,,
New_Mexico,SanMiguel,,,,,,,,,,
New_Mexico,SantaFe,,,,,,,,,,
New_Mexico,Sierra,,,,,,,,,,
New_Mexico,Socorro,,,,,2.0,-47.0,,,,
New_Mexico,Taos,,,,,,,,,,
New_Mexico,Torrance,,,,,1.0,-47.0,,,,
New_Mexico,Union,,,,,,,2.0,-47.0,,
New_Mexico,Valencia,,,,,1.0,-47.0,1.0,-47.0,,
New_York,NewYork,9.0,3747862.9381040437,1.0,210475.23449470886,318.0,425018.0,5.0,4851.0,8.0,23252.0
New_York,Albany,,,,,1.0,-47.0,,,,
New_York,Allegany,,,,,3.0,3550.0,,,,
New_York,Bronx,,,,,,,,,,
New_York,Broome,,,,,3.0,4450.0,,,,
New_York,Cattaraugus,,,,,5.0,9770.0,,,,
New_York,Cayuga,,,,,18.0,41459.0,,,,
New_York,Chautauqua,,,,,12.0,9245.0,,,,
New_York,Chemung,,,,,1.0,-47.0,,,,
New_York,Chenango,,,,,5.0,5805.0,,,,
New_York,Clinton,1.0,416429.21534489375,,,13.0,16157.0,,,,
New_York,Columbia,,,,,3.0,5615.0,,,,
New_York,Cortland,,,,,9.0,11178.0,,,,
New_York,Delaware,,,,,1.0,-47.0,,,,
New_York,Dutchess,,,,,,,,,,
New_York,Erie,1.0,416429.21534489375,,,5.0,5905.0,,,,
New_York,Essex,,,,,,,,,,
New_York,Franklin,,,,,12.0,12850.0,,,,
New_York,Fulton,,,,,,,,,,
New_York,Genesee,1.0,416429.21534489375,,,14.0,24903.0,1.0,-47.0,,
New_York,Greene,,,,,1.0,-47.0,,,,
New_York,Hamilton,,,,,,,,,,
New_York,Herkimer,,,,,4.0,5290.0,,,,
New_York,Jefferson,,,,,14.0,20778.0,,,,
New_York,Kings,,,,,,,,,,
New_York,Lewis,,,,,9.0,12306.0,,,,
New_York,Livingston,,,,,19.0,25223.0,,,,
New_York,Madison,,,,,4.0,5100.0,,,,
New_York,Monroe,,,,,1.0,-47.0,,,,
New_York,Montgomery,,,,,9.0,6836.0,1.0,-47.0,,
New_York,Nassau,,,,,,,,,,
New_York,NewYork,,,,,,,,,,
New_York,Niagara,,,,,5.0,7569.0,,,,
New_York,Oneida,,,,,10.0,11768.0,,,,
New_York,Onondaga,2.0,832858.4306897875,,,16.0,18592.0,,,,
New_York,Ontario,,,,,13.0,18867.0,1.0,-47.0,,
New_York,Orange,,,,,,,,,,
New_York,Orleans,,,,,2.0,-47.0,,,,
New_York,Oswego,,,,,1.0,-47.0,,,,
New_York,Otsego,,,,,1.0,-47.0,,,,
New_York,Putnam,,,,,,,,,,
New_York,Queens,,,,,,,,,,
New_York,Rensselaer,,,,,2.0,-47.0,,,,
New_York,Richmond,,,,,,,,,,
New_York,Rockland,,,,,,,,,,
New_York,St.Lawrence,,,,,18.0,29582.0,,,,
New_York,Saratoga,1.0,416429.21534489375,,,8.0,6951.0,,,,
New_York,Schenectady,,,,,,,,,,
New_York,Schoharie,,,,,3.0,1500.0,,,,
New_York,Schuyler,,,,,3.0,4737.0,,,,
New_York,Seneca,,,,,,,,,4.0,8352.0
New_York,Steuben,1.0,416429.21534489375,,,14.0,15069.0,2.0,-47.0,1.0,-47.0
New_York,Suffolk,,,,,,,,,,
New_York,Sullivan,1.0,416429.21534489375,1.0,210475.23449470886,,,,,,
New_York,Tioga,,,,,1.0,-47.0,,,,
New_York,Tompkins,,,,,4.0,5090.0,,,1.0,-47.0
New_York,Ulster,,,,,,,,,,
New_York,Warren,,,,,,,,,,
New_York,Washington,,,,,20.0,21958.0,,,,
New_York,Wayne,1.0,416429.21534489375,,,4.0,6877.0,,,2.0,-47.0
New_York,Westchester,,,,,,,,,,
New_York,Wyoming,,,,,26.0,34787.0,,,,
New_York,Yates,,,,,1.0,-47.0,,,,
North_Carolina,NorthCarolina,10.0,2080613.5712773544,783.0,126466666.48705885,18.0,23498.0,4.0,2000.0,960.0,8152933.0
North_Carolina,Alamance,,,,,,,,,,
North_Carolina,Alexander,,,31.0,5006981.687227106,,,,,,
North_Carolina,Alleghany,,,,,,,,,,
North_Carolina,Anson,,,43.0,6945168.146798889,1.0,-47.0,,,6.0,54594.0
North_Carolina,Ashe,,,,,,,,,,
North_Carolina,Avery,,,,,,,,,,
North_Carolina,Beaufort,,,,,,,,,3.0,21214.0
North_Carolina,Bertie,,,35.0,5653043.8404177,,,,,1.0,-47.0
North_Carolina,Bladen,,,27.0,4360919.534036512,,,,,51.0,688811.0
North_Carolina,Brunswick,,,,,,,,,7.0,55272.0
North_Carolina,Buncombe,,,,,,,,,,
North_Carolina,Burke,,,5.0,807577.6914882428,,,,,,
North_Carolina,Cabarrus,,,1.0,161515.53829764857,,,,,1.0,-47.0
North_Carolina,Caldwell,,,3.0,484546.6148929457,,,,,,
North_Carolina,Camden,,,,,,,,,,
North_Carolina,Carteret,,,,,,,,,,
North_Carolina,Caswell,,,,,,,,,,
North_Carolina,Catawba,,,3.0,484546.6148929457,,,,,,
North_Carolina,Chatham,,,14.0,2261217.53616708,,,,,,
North_Carolina,Cherokee,1.0,208061.35712773545,,,,,,,,
North_Carolina,Chowan,,,2.0,323031.07659529714,,,,,1.0,-47.0
North_Carolina,Clay,,,,,,,,,,
North_Carolina,Cleveland,,,11.0,1776670.9212741342,,,,,,
North_Carolina,Columbus,,,6.0,969093.2297858914,,,,,18.0,219519.0
North_Carolina,Craven,,,,,,,,,7.0,50500.0
North_Carolina,Cumberland,,,3.0,484546.6148929457,,,,,12.0,86206.0
North_Carolina,Currituck,,,,,,,,,,
North_Carolina,Dare,,,,,,,,,,
North_Carolina,Davidson,,,3.0,484546.6148929457,1.0,-47.0,,,,
North_Carolina,Davie,,,,,,,,,,
North_Carolina,Duplin,1.0,208061.35712773545,92.0,14859429.523383668,,,,,258.0,1880384.0
North_Carolina,Durham,,,,,,,,,,
North_Carolina,Edgecombe,,,16.0,2584248.612762377,,,,,8.0,89435.0
North_Carolina,Forsyth,,,,,,,,,,
North_Carolina,Franklin,,,,,,,,,4.0,12500.0
North_Carolina,Gaston,,,,,1.0,-47.0,,,,
North_Carolina,Gates,,,9.0,1453639.8446788373,,,,,2.0,-47.0
North_Carolina,Graham,,,,,,,,,,
North_Carolina,Granville,,,,,,,,,,
North_Carolina,Greene,,,5.0,807577.6914882428,,,,,45.0,345253.0
North_Carolina,Guilford,1.0,208061.35712773545,,,,,,,1.0,-47.0
North_Carolina,Halifax,,,1.0,161515.53829764857,,,,,4.0,37000.0
North_Carolina,Harnett,,,15.0,2422733.0744647286,,,,,13.0,83260.0
North_Carolina,Haywood,,,,,,,,,,
North_Carolina,Henderson,,,,,,,,,,
North_Carolina,Hertford,,,3.0,484546.6148929457,,,,,4.0,-47.0
North_Carolina,Hoke,,,12.0,1938186.4595717827,,,,,10.0,80708.0
North_Carolina,Hyde,1.0,208061.35712773545,,,,,,,,
North_Carolina,Iredell,,,,,8.0,9188.0,,,,
North_Carolina,Jackson,,,,,,,,,,
North_Carolina,Johnston,,,5.0,807577.6914882428,,,,,25.0,143253.0
North_Carolina,Jones,,,10.0,1615155.3829764856,,,,,23.0,-47.0
North_Carolina,Lee,,,4.0,646062.1531905943,,,,,,
North_Carolina,Lenoir,,,5.0,807577.6914882428,,,,,46.0,242934.0
North_Carolina,Lincoln,,,8.0,1292124.3063811886,2.0,-47.0,,,,
North_Carolina,McDowell,,,,,,,,,,
North_Carolina,Macon,,,,,,,,,,
North_Carolina,Madison,,,,,,,,,,
North_Carolina,Martin,,,,,,,,,1.0,-47.0
North_Carolina,Mecklenburg,,,,,,,,,,
North_Carolina,Mitchell,,,,,,,,,,
North_Carolina,Montgomery,,,26.0,4199403.995738863,,,,,1.0,-47.0
North_Carolina,Moore,,,24.0,3876372.9191435655,,,,,1.0,-47.0
